#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EMB1586	ERD10	3702.AT1G12770.1	3702.AT1G20450.1	0	0	0	0	0	0	0	0.417	0.416
EMB1586	PRH75	3702.AT1G12770.1	3702.AT5G62190.1	0	0	0.444	0.632	0.123	0	0	0.653	0.432
EMB1586	emb1507	3702.AT1G12770.1	3702.AT1G20960.1	0	0	0	0	0.047	0.129	0.253	0.330	0.528
ERD1	NAC019	3702.AT5G51070.1	3702.AT1G52890.1	0	0	0	0	0.169	0	0	0.755	0.787
ERD1	bZIP	3702.AT5G51070.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.441	0.441
ERD1	ZFHD1	3702.AT5G51070.1	3702.AT1G69600.1	0	0	0	0	0	0	0	0.644	0.644
ERD1	RD20	3702.AT5G51070.1	3702.AT2G33380.1	0	0	0	0	0.058	0	0	0.479	0.489
ERD1	P5CS1	3702.AT5G51070.1	3702.AT2G39800.1	0.087	0	0	0	0	0	0	0.477	0.502
ERD1	MYB2	3702.AT5G51070.1	3702.AT2G47190.1	0	0	0	0	0.174	0	0	0.341	0.432
ERD1	HSP70	3702.AT5G51070.1	3702.AT3G12580.1	0.058	0	0	0	0.216	0.183	0	0.621	0.741
ERD1	NCED3	3702.AT5G51070.1	3702.AT3G14440.1	0	0	0	0	0	0	0	0.557	0.557
ERD1	MBF1C	3702.AT5G51070.1	3702.AT3G24500.1	0	0	0	0	0.165	0	0	0.413	0.488
ERD1	RD26	3702.AT5G51070.1	3702.AT4G27410.3	0	0	0	0	0.151	0	0	0.746	0.775
ERD1	RD22	3702.AT5G51070.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.700	0.700
ERD1	SOS2	3702.AT5G51070.1	3702.AT5G35410.1	0	0	0	0	0	0	0	0.465	0.465
ERD1	LTI65	3702.AT5G51070.1	3702.AT5G52300.1	0	0	0	0	0	0	0	0.629	0.629
ERD1	LTI78	3702.AT5G51070.1	3702.AT5G52310.1	0	0	0	0	0	0	0	0.640	0.640
ERD10	P5CS1	3702.AT1G20450.1	3702.AT2G39800.1	0	0	0	0	0.167	0	0	0.315	0.405
ERD10	RD26	3702.AT1G20450.1	3702.AT4G27410.3	0	0	0	0	0.181	0	0	0.308	0.409
ERD10	PRH75	3702.AT1G20450.1	3702.AT5G62190.1	0	0	0	0	0	0	0	0.446	0.446
ERD10	RD22	3702.AT1G20450.1	3702.AT5G25610.1	0	0	0	0	0.111	0	0	0.592	0.621
ERD10	RD20	3702.AT1G20450.1	3702.AT2G33380.1	0	0	0	0	0.204	0	0	0.565	0.638
ERD10	LTI65	3702.AT1G20450.1	3702.AT5G52300.1	0	0	0	0	0.100	0	0	0.633	0.655
ERD10	KIN2	3702.AT1G20450.1	3702.AT5G15970.1	0	0	0	0	0.219	0	0	0.754	0.799
ERD10	LTI78	3702.AT1G20450.1	3702.AT5G52310.1	0	0	0	0	0.781	0	0	0.848	0.965
GolS1	XYL1	3702.AT2G47180.1	3702.AT1G68560.1	0	0	0	0	0.056	0	0.450	0.054	0.465
GolS1	HSP101	3702.AT2G47180.1	3702.AT1G74310.1	0	0	0	0	0.155	0	0	0.592	0.640
GolS1	HSFA2	3702.AT2G47180.1	3702.AT2G26150.1	0	0	0	0	0.100	0	0	0.749	0.764
GolS1	RD20	3702.AT2G47180.1	3702.AT2G33380.1	0	0	0	0	0.157	0	0	0.505	0.565
GolS1	RD26	3702.AT2G47180.1	3702.AT4G27410.3	0	0	0	0	0.155	0	0	0.341	0.419
GolS1	HSFA4A	3702.AT2G47180.1	3702.AT4G18880.1	0	0	0	0	0	0	0	0.426	0.426
GolS1	MBF1C	3702.AT2G47180.1	3702.AT3G24500.1	0	0	0	0	0.155	0	0	0.434	0.501
GolS1	HSP70	3702.AT2G47180.1	3702.AT3G12580.1	0	0	0	0	0.181	0	0	0.429	0.512
GolS1	HSF3	3702.AT2G47180.1	3702.AT5G16820.2	0	0	0	0	0	0	0	0.583	0.583
GolS1	HSF1	3702.AT2G47180.1	3702.AT4G17750.1	0	0	0	0	0	0	0	0.592	0.592
GolS1	HSFA3	3702.AT2G47180.1	3702.AT5G03720.1	0	0	0	0	0	0	0	0.601	0.601
HOS1	STZ	3702.AT2G39810.1	3702.AT1G27730.1	0	0	0	0	0	0	0	0.548	0.548
HOS1	RHL41	3702.AT2G39810.1	3702.AT5G59820.1	0	0	0	0	0	0	0	0.499	0.499
HOS1	LTI78	3702.AT2G39810.1	3702.AT5G52310.1	0	0	0	0	0	0	0	0.615	0.615
HOS1	OST1	3702.AT2G39810.1	3702.AT4G33950.1	0	0	0	0	0	0.501	0	0.633	0.809
HOS1	MYB15	3702.AT2G39810.1	3702.AT3G23250.1	0	0	0	0	0	0	0	0.875	0.875
HOS1	SIZ1	3702.AT2G39810.1	3702.AT5G60410.2	0	0	0	0	0	0	0	0.933	0.934
HOS1	ICE1	3702.AT2G39810.1	3702.AT3G26744.1	0	0	0	0	0	0.818	0	0.981	0.996
HSF1	NF-YC10	3702.AT4G17750.1	3702.AT1G07980.1	0	0	0	0	0	0.053	0	0.483	0.490
HSF1	bZIP	3702.AT4G17750.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.625	0.625
HSF1	HSP101	3702.AT4G17750.1	3702.AT1G74310.1	0	0	0	0	0	0	0	0.830	0.830
HSF1	HSFA2	3702.AT4G17750.1	3702.AT2G26150.1	0	0	0	0.894	0	0.490	0	0.977	0.542
HSF1	HSP70	3702.AT4G17750.1	3702.AT3G12580.1	0	0	0	0	0	0.598	0.389	0.956	0.988
HSF1	MBF1C	3702.AT4G17750.1	3702.AT3G24500.1	0	0	0	0	0	0	0	0.642	0.642
HSF1	RHL41	3702.AT4G17750.1	3702.AT5G59820.1	0	0	0	0	0	0.062	0	0.441	0.453
HSF1	ZAT6	3702.AT4G17750.1	3702.AT5G04340.1	0	0	0	0	0	0.062	0	0.464	0.476
HSF1	HSF3	3702.AT4G17750.1	3702.AT5G16820.2	0	0	0	0.878	0	0.745	0	0.960	0.774
HSF3	NF-YC10	3702.AT5G16820.2	3702.AT1G07980.1	0	0	0	0	0	0.053	0	0.410	0.417
HSF3	HSP101	3702.AT5G16820.2	3702.AT1G74310.1	0	0	0	0	0	0	0	0.628	0.628
HSF3	HSFA2	3702.AT5G16820.2	3702.AT2G26150.1	0	0	0	0.886	0	0.490	0	0.935	0.544
HSF3	HSP70	3702.AT5G16820.2	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.652	0.821
HSF3	MBF1C	3702.AT5G16820.2	3702.AT3G24500.1	0	0	0	0	0	0	0	0.642	0.642
HSF3	RHL41	3702.AT5G16820.2	3702.AT5G59820.1	0	0	0	0	0	0.062	0	0.460	0.471
HSF4	HSP101	3702.AT4G36990.1	3702.AT1G74310.1	0	0	0	0	0.156	0	0	0.821	0.843
HSF4	HSP70	3702.AT4G36990.1	3702.AT3G12580.1	0	0	0	0	0.208	0.229	0.389	0.755	0.896
HSF4	MBF1C	3702.AT4G36990.1	3702.AT3G24500.1	0	0	0	0	0.208	0	0	0.700	0.752
HSF4	RHL41	3702.AT4G36990.1	3702.AT5G59820.1	0	0	0	0	0.208	0.062	0	0.258	0.400
HSFA1D	NF-YC10	3702.AT1G32330.1	3702.AT1G07980.1	0	0	0	0	0	0.053	0	0.410	0.417
HSFA1D	MBF1C	3702.AT1G32330.1	3702.AT3G24500.1	0	0	0	0	0	0	0	0.583	0.583
HSFA1D	HSP101	3702.AT1G32330.1	3702.AT1G74310.1	0	0	0	0	0	0	0	0.624	0.624
HSFA1D	HSP70	3702.AT1G32330.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.719	0.856
HSFA1E	NF-YC10	3702.AT3G02990.1	3702.AT1G07980.1	0	0	0	0	0	0.053	0	0.410	0.417
HSFA1E	HSP101	3702.AT3G02990.1	3702.AT1G74310.1	0	0	0	0	0	0	0	0.622	0.622
HSFA1E	MBF1C	3702.AT3G02990.1	3702.AT3G24500.1	0	0	0	0	0	0	0	0.584	0.584
HSFA1E	HSP70	3702.AT3G02990.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.582	0.786
HSFA2	STZ	3702.AT2G26150.1	3702.AT1G27730.1	0	0	0	0	0.053	0.062	0	0.460	0.478
HSFA2	HSP101	3702.AT2G26150.1	3702.AT1G74310.1	0	0	0	0	0.863	0	0	0.913	0.987
HSFA2	NAC042	3702.AT2G26150.1	3702.AT2G43000.1	0	0	0	0	0	0	0	0.441	0.441
HSFA2	RHL41	3702.AT2G26150.1	3702.AT5G59820.1	0	0	0	0	0.118	0.062	0	0.593	0.633
HSFA2	MBF1C	3702.AT2G26150.1	3702.AT3G24500.1	0	0	0	0	0.859	0	0	0.849	0.977
HSFA2	HSP70	3702.AT2G26150.1	3702.AT3G12580.1	0	0	0	0	0.826	0.229	0.389	0.879	0.988
HSFA3	HSP101	3702.AT5G03720.1	3702.AT1G74310.1	0	0	0	0	0	0	0	0.857	0.857
HSFA3	HSP70	3702.AT5G03720.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.701	0.847
HSFA3	MBF1C	3702.AT5G03720.1	3702.AT3G24500.1	0	0	0	0	0	0	0	0.631	0.631
HSFA3	LTI78	3702.AT5G03720.1	3702.AT5G52310.1	0	0	0	0	0.042	0	0	0.519	0.519
HSFA4A	STZ	3702.AT4G18880.1	3702.AT1G27730.1	0	0	0	0	0.500	0.062	0	0.429	0.708
HSFA4A	MYC2	3702.AT4G18880.1	3702.AT1G32640.1	0	0	0	0	0.124	0	0	0.517	0.558
HSFA4A	HSP101	3702.AT4G18880.1	3702.AT1G74310.1	0	0	0	0	0	0	0	0.602	0.602
HSFA4A	WRKY40	3702.AT4G18880.1	3702.AT1G80840.1	0	0	0	0	0.570	0	0	0	0.570
HSFA4A	WRKY33	3702.AT4G18880.1	3702.AT2G38470.1	0	0	0	0	0.864	0	0	0.163	0.881
HSFA4A	WRKY46	3702.AT4G18880.1	3702.AT2G46400.1	0	0	0	0	0.499	0	0	0.107	0.533
HSFA4A	HSP70	3702.AT4G18880.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.638	0.815
HSFA4A	ZF2	3702.AT4G18880.1	3702.AT3G19580.1	0	0	0	0	0.400	0.062	0	0.152	0.481
HSFA4A	MYB15	3702.AT4G18880.1	3702.AT3G23250.1	0	0	0	0	0.276	0	0	0.281	0.457
HSFA4A	SIZ1	3702.AT4G18880.1	3702.AT5G60410.2	0	0	0	0	0.062	0	0	0.402	0.415
HSFA4A	ZAT6	3702.AT4G18880.1	3702.AT5G04340.1	0	0	0	0	0.406	0.062	0	0.341	0.600
HSFA4A	RHL41	3702.AT4G18880.1	3702.AT5G59820.1	0	0	0	0	0.496	0.062	0	0.637	0.813
HSFA6A	HSP101	3702.AT5G43840.1	3702.AT1G74310.1	0	0	0	0	0	0	0	0.426	0.426
HSFA6A	HSP70	3702.AT5G43840.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.535	0.762
HSFA6B	NF-YC10	3702.AT3G22830.1	3702.AT1G07980.1	0	0	0	0	0	0.053	0	0.592	0.597
HSFA6B	HSP70	3702.AT3G22830.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.494	0.741
HSFA7A	NAC019	3702.AT3G51910.1	3702.AT1G52890.1	0	0	0	0	0	0	0	0.441	0.441
HSFA7A	HSP101	3702.AT3G51910.1	3702.AT1G74310.1	0	0	0	0	0.139	0	0	0.622	0.660
HSFA7A	HSP70	3702.AT3G51910.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.632	0.811
HSFA7A	MBF1C	3702.AT3G51910.1	3702.AT3G24500.1	0	0	0	0	0.141	0	0	0.629	0.668
HSFA9	HSP101	3702.AT5G54070.1	3702.AT1G74310.1	0	0	0	0	0	0	0	0.633	0.633
HSFA9	HSP70	3702.AT5G54070.1	3702.AT3G12580.1	0	0	0	0	0	0.229	0.389	0.478	0.732
HSFB2A	HSP101	3702.AT5G62020.1	3702.AT1G74310.1	0	0	0	0	0.154	0	0	0.638	0.681
HSFB2A	HSP70	3702.AT5G62020.1	3702.AT3G12580.1	0	0	0	0	0.149	0.229	0.389	0.630	0.831
HSFB2A	ZF2	3702.AT5G62020.1	3702.AT3G19580.1	0	0	0	0	0.400	0.062	0	0	0.413
HSFB2A	MBF1C	3702.AT5G62020.1	3702.AT3G24500.1	0	0	0	0	0.284	0	0	0.640	0.731
HSFB2A	RHL41	3702.AT5G62020.1	3702.AT5G59820.1	0	0	0	0	0.420	0.062	0	0.129	0.484
HSP101	P5CS1	3702.AT1G74310.1	3702.AT2G39800.1	0.087	0	0	0	0	0	0	0.422	0.450
HSP101	MBF1C	3702.AT1G74310.1	3702.AT3G24500.1	0	0	0	0	0.880	0	0	0.660	0.957
HSP101	HSP70	3702.AT1G74310.1	3702.AT3G12580.1	0.058	0	0	0	0.880	0.183	0	0.966	0.996
HSP70	STZ	3702.AT3G12580.1	3702.AT1G27730.1	0	0	0	0	0	0.072	0.105	0.456	0.508
HSP70	bZIP	3702.AT3G12580.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.597	0.597
HSP70	P5CS1	3702.AT3G12580.1	3702.AT2G39800.1	0	0	0	0	0	0	0	0.663	0.663
HSP70	ZAT6	3702.AT3G12580.1	3702.AT5G04340.1	0	0	0	0	0.051	0.072	0.105	0.480	0.535
HSP70	MBF1C	3702.AT3G12580.1	3702.AT3G24500.1	0	0	0	0	0.867	0	0	0.637	0.950
ICE1	STZ	3702.AT3G26744.1	3702.AT1G27730.1	0	0	0	0	0	0	0	0.615	0.615
ICE1	bZIP	3702.AT3G26744.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.615	0.615
ICE1	MYB15	3702.AT3G26744.1	3702.AT3G23250.1	0	0	0	0	0	0.501	0	0.982	0.990
ICE1	ZAT6	3702.AT3G26744.1	3702.AT5G04340.1	0	0	0	0	0	0	0	0.428	0.428
ICE1	KIN11	3702.AT3G26744.1	3702.AT3G29160.1	0	0	0	0	0	0	0	0.429	0.429
ICE1	RD22	3702.AT3G26744.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.442	0.442
ICE1	LTI65	3702.AT3G26744.1	3702.AT5G52300.1	0	0	0	0	0	0	0	0.447	0.447
ICE1	KIN2	3702.AT3G26744.1	3702.AT5G15970.1	0	0	0	0	0	0	0	0.549	0.549
ICE1	RHL41	3702.AT3G26744.1	3702.AT5G59820.1	0	0	0	0	0	0	0	0.637	0.637
ICE1	LTI78	3702.AT3G26744.1	3702.AT5G52310.1	0	0	0	0	0	0	0	0.694	0.694
ICE1	OST1	3702.AT3G26744.1	3702.AT4G33950.1	0	0	0	0	0	0.501	0	0.635	0.810
ICE1	SIZ1	3702.AT3G26744.1	3702.AT5G60410.2	0	0	0	0	0	0.543	0	0.909	0.956
IMD3	P5CS1	3702.AT1G31180.1	3702.AT2G39800.1	0.190	0	0	0	0.161	0	0	0.599	0.703
KIN11	bZIP	3702.AT3G29160.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.808	0.808
KIN11	KUP6	3702.AT3G29160.1	3702.AT1G70300.1	0	0	0	0	0	0	0	0.461	0.461
KIN11	SOS1	3702.AT3G29160.1	3702.AT2G01980.1	0	0	0	0	0.045	0	0	0.590	0.592
KIN11	ZAT6	3702.AT3G29160.1	3702.AT5G04340.1	0	0	0	0	0.044	0.096	0.072	0.384	0.439
KIN11	LTI65	3702.AT3G29160.1	3702.AT5G52300.1	0	0	0	0	0.041	0	0	0.548	0.548
KIN11	LTI78	3702.AT3G29160.1	3702.AT5G52310.1	0	0	0	0	0.041	0	0	0.565	0.565
KIN11	SOS3	3702.AT3G29160.1	3702.AT5G24270.2	0	0	0	0	0	0.099	0.048	0.633	0.658
KIN2	LTI65	3702.AT5G15970.1	3702.AT5G52300.1	0	0	0	0	0.106	0	0	0.634	0.658
KIN2	LTI78	3702.AT5G15970.1	3702.AT5G52310.1	0	0	0	0	0.340	0	0	0.879	0.916
KUP6	NCED3	3702.AT1G70300.1	3702.AT3G14440.1	0	0	0	0	0	0	0	0.401	0.401
KUP6	OST1	3702.AT1G70300.1	3702.AT4G33950.1	0	0	0	0	0	0.543	0	0.586	0.802
LTI65	STZ	3702.AT5G52300.1	3702.AT1G27730.1	0	0	0	0	0	0	0	0.460	0.459
LTI65	NAC019	3702.AT5G52300.1	3702.AT1G52890.1	0	0	0	0	0.113	0	0	0.464	0.504
LTI65	bZIP	3702.AT5G52300.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.639	0.639
LTI65	SOS1	3702.AT5G52300.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.588	0.588
LTI65	RD20	3702.AT5G52300.1	3702.AT2G33380.1	0	0	0	0	0.174	0	0	0.902	0.915
LTI65	P5CS1	3702.AT5G52300.1	3702.AT2G39800.1	0	0	0	0	0.170	0	0	0.824	0.847
LTI65	MYB2	3702.AT5G52300.1	3702.AT2G47190.1	0	0	0	0	0	0	0	0.620	0.620
LTI65	NCED3	3702.AT5G52300.1	3702.AT3G14440.1	0	0	0	0	0.077	0	0	0.849	0.854
LTI65	MYB15	3702.AT5G52300.1	3702.AT3G23250.1	0	0	0	0	0	0	0	0.520	0.520
LTI65	RD26	3702.AT5G52300.1	3702.AT4G27410.3	0	0	0	0	0.167	0	0	0.759	0.790
LTI65	OST1	3702.AT5G52300.1	3702.AT4G33950.1	0	0	0	0	0.041	0	0	0.639	0.639
LTI65	SOS3	3702.AT5G52300.1	3702.AT5G24270.2	0	0	0	0	0	0	0	0.565	0.565
LTI65	RD22	3702.AT5G52300.1	3702.AT5G25610.1	0	0	0	0	0.073	0	0	0.955	0.956
LTI65	SOS2	3702.AT5G52300.1	3702.AT5G35410.1	0	0	0	0	0.041	0	0	0.546	0.546
LTI65	RHL41	3702.AT5G52300.1	3702.AT5G59820.1	0	0	0	0	0	0	0	0.416	0.416
LTI78	STZ	3702.AT5G52310.1	3702.AT1G27730.1	0	0	0	0	0	0	0	0.592	0.592
LTI78	MYC2	3702.AT5G52310.1	3702.AT1G32640.1	0	0	0	0	0	0	0	0.441	0.441
LTI78	NAC019	3702.AT5G52310.1	3702.AT1G52890.1	0	0	0	0	0.118	0	0	0.548	0.584
LTI78	bZIP	3702.AT5G52310.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.639	0.639
LTI78	SOS1	3702.AT5G52310.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.620	0.620
LTI78	RD20	3702.AT5G52310.1	3702.AT2G33380.1	0	0	0	0	0.194	0	0	0.871	0.891
LTI78	P5CS1	3702.AT5G52310.1	3702.AT2G39800.1	0	0	0	0	0.196	0	0	0.804	0.835
LTI78	MYB2	3702.AT5G52310.1	3702.AT2G47190.1	0	0	0	0	0	0	0	0.639	0.639
LTI78	NCED3	3702.AT5G52310.1	3702.AT3G14440.1	0	0	0	0	0.166	0	0	0.849	0.868
LTI78	MYB15	3702.AT5G52310.1	3702.AT3G23250.1	0	0	0	0	0	0	0	0.616	0.616
LTI78	RD26	3702.AT5G52310.1	3702.AT4G27410.3	0	0	0	0	0.148	0	0	0.728	0.758
LTI78	OST1	3702.AT5G52310.1	3702.AT4G33950.1	0	0	0	0	0.041	0	0	0.628	0.628
LTI78	ZAT6	3702.AT5G52310.1	3702.AT5G04340.1	0	0	0	0	0	0	0	0.548	0.548
LTI78	SOS3	3702.AT5G52310.1	3702.AT5G24270.2	0	0	0	0	0	0	0	0.615	0.615
LTI78	RD22	3702.AT5G52310.1	3702.AT5G25610.1	0	0	0	0	0.109	0	0	0.958	0.960
LTI78	SOS2	3702.AT5G52310.1	3702.AT5G35410.1	0	0	0	0	0.041	0	0	0.616	0.616
LTI78	SIZ1	3702.AT5G52310.1	3702.AT5G60410.2	0	0	0	0	0	0	0	0.549	0.549
LTI78	RHL41	3702.AT5G52310.1	3702.AT5G59820.1	0	0	0	0	0	0	0	0.582	0.582
MBF1C	bZIP	3702.AT3G24500.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.441	0.441
MBF1C	P5CS1	3702.AT3G24500.1	3702.AT2G39800.1	0	0	0	0	0	0	0	0.566	0.566
MYB15	STZ	3702.AT3G23250.1	3702.AT1G27730.1	0	0	0	0	0.468	0.048	0.132	0.637	0.819
MYB15	MYC2	3702.AT3G23250.1	3702.AT1G32640.1	0	0	0	0	0.170	0	0	0.441	0.516
MYB15	bZIP	3702.AT3G23250.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.565	0.565
MYB15	WRKY40	3702.AT3G23250.1	3702.AT1G80840.1	0	0	0	0	0.580	0	0	0.519	0.789
MYB15	WRKY33	3702.AT3G23250.1	3702.AT2G38470.1	0	0	0	0	0.445	0	0	0.518	0.721
MYB15	WRKY46	3702.AT3G23250.1	3702.AT2G46400.1	0	0	0	0	0.541	0	0	0.324	0.676
MYB15	ZF2	3702.AT3G23250.1	3702.AT3G19580.1	0	0	0	0	0.211	0.048	0.132	0.330	0.505
MYB15	OST1	3702.AT3G23250.1	3702.AT4G33950.1	0	0	0	0	0	0	0.219	0.388	0.501
MYB15	RD22	3702.AT3G23250.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.550	0.550
MYB15	ZAT6	3702.AT3G23250.1	3702.AT5G04340.1	0	0	0	0	0.291	0.048	0.132	0.549	0.700
MYB15	RHL41	3702.AT3G23250.1	3702.AT5G59820.1	0	0	0	0	0.452	0.048	0.132	0.617	0.803
MYB15	SIZ1	3702.AT3G23250.1	3702.AT5G60410.2	0	0	0	0	0.054	0.059	0.258	0.842	0.882
MYB2	STZ	3702.AT2G47190.1	3702.AT1G27730.1	0	0	0	0	0.087	0.048	0.132	0.350	0.443
MYB2	MYC2	3702.AT2G47190.1	3702.AT1G32640.1	0	0	0	0	0.042	0.443	0	0.721	0.838
MYB2	NAC019	3702.AT2G47190.1	3702.AT1G52890.1	0	0	0	0	0.286	0	0	0.540	0.657
MYB2	bZIP	3702.AT2G47190.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.629	0.629
MYB2	WRKY40	3702.AT2G47190.1	3702.AT1G80840.1	0	0	0	0	0.100	0	0	0.549	0.576
MYB2	RD20	3702.AT2G47190.1	3702.AT2G33380.1	0	0	0	0	0.080	0	0	0.498	0.518
MYB2	WRKY33	3702.AT2G47190.1	3702.AT2G38470.1	0	0	0	0	0.086	0	0	0.375	0.404
MYB2	P5CS1	3702.AT2G47190.1	3702.AT2G39800.1	0	0	0	0	0	0	0	0.737	0.737
MYB2	OST1	3702.AT2G47190.1	3702.AT4G33950.1	0	0	0	0	0	0	0.219	0.268	0.404
MYB2	SOS2	3702.AT2G47190.1	3702.AT5G35410.1	0	0	0	0	0	0	0.219	0.287	0.419
MYB2	SIZ1	3702.AT2G47190.1	3702.AT5G60410.2	0	0	0	0	0.054	0.059	0.258	0.235	0.427
MYB2	ZF2	3702.AT2G47190.1	3702.AT3G19580.1	0	0	0	0	0.117	0.048	0.132	0.308	0.427
MYB2	NCED3	3702.AT2G47190.1	3702.AT3G14440.1	0	0	0	0	0.073	0	0	0.463	0.480
MYB2	RHL41	3702.AT2G47190.1	3702.AT5G59820.1	0	0	0	0	0.109	0.048	0.132	0.432	0.526
MYB2	ZAT6	3702.AT2G47190.1	3702.AT5G04340.1	0	0	0	0	0.140	0.048	0.132	0.463	0.567
MYB2	RD26	3702.AT2G47190.1	3702.AT4G27410.3	0	0	0	0	0.115	0	0	0.616	0.645
MYB2	RD22	3702.AT2G47190.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.828	0.828
MYC2	PFT1	3702.AT1G32640.1	3702.AT1G25540.1	0	0	0	0	0	0.745	0	0.978	0.994
MYC2	STZ	3702.AT1G32640.1	3702.AT1G27730.1	0	0	0	0	0.270	0	0	0.461	0.589
MYC2	ZF2	3702.AT1G32640.1	3702.AT3G19580.1	0	0	0	0	0.202	0	0	0.340	0.450
MYC2	NCED3	3702.AT1G32640.1	3702.AT3G14440.1	0	0	0	0	0.118	0	0	0.548	0.584
MYC2	ZAT6	3702.AT1G32640.1	3702.AT5G04340.1	0	0	0	0	0.179	0	0	0.520	0.589
MYC2	RD22	3702.AT1G32640.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.637	0.637
MYC2	bZIP	3702.AT1G32640.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.638	0.638
MYC2	WRKY33	3702.AT1G32640.1	3702.AT2G38470.1	0	0	0	0	0.179	0	0	0.635	0.687
MYC2	RD26	3702.AT1G32640.1	3702.AT4G27410.3	0	0	0	0	0.190	0	0	0.636	0.692
MYC2	WRKY40	3702.AT1G32640.1	3702.AT1G80840.1	0	0	0	0	0.287	0	0	0.590	0.695
MYC2	NAC019	3702.AT1G32640.1	3702.AT1G52890.1	0	0	0	0	0.170	0	0	0.749	0.782
NAC019	STZ	3702.AT1G52890.1	3702.AT1G27730.1	0	0	0	0	0.167	0	0	0.459	0.530
NAC019	ZAT6	3702.AT1G52890.1	3702.AT5G04340.1	0	0	0	0	0.182	0	0	0.308	0.409
NAC019	WRKY33	3702.AT1G52890.1	3702.AT2G38470.1	0	0	0	0	0.096	0	0	0.378	0.414
NAC019	RD26	3702.AT1G52890.1	3702.AT4G27410.3	0	0	0	0.952	0.399	0	0	0.966	0.426
NAC019	ZF2	3702.AT1G52890.1	3702.AT3G19580.1	0	0	0	0	0.213	0	0	0.305	0.430
NAC019	RD22	3702.AT1G52890.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.434	0.434
NAC019	RHL41	3702.AT1G52890.1	3702.AT5G59820.1	0	0	0	0	0.157	0	0	0.372	0.447
NAC019	bZIP	3702.AT1G52890.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.569	0.569
NAC019	WRKY40	3702.AT1G52890.1	3702.AT1G80840.1	0	0	0	0	0.172	0	0	0.505	0.573
NAC019	NCED3	3702.AT1G52890.1	3702.AT3G14440.1	0	0	0	0	0.170	0	0	0.582	0.638
NAC019	RD20	3702.AT1G52890.1	3702.AT2G33380.1	0	0	0	0	0.362	0	0	0.498	0.666
NAC019	ZFHD1	3702.AT1G52890.1	3702.AT1G69600.1	0	0	0	0	0	0.500	0	0.695	0.841
NAC042	bZIP	3702.AT2G43000.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.441	0.441
NAC042	WRKY33	3702.AT2G43000.1	3702.AT2G38470.1	0	0	0	0	0.170	0	0	0.309	0.402
NCED3	bZIP	3702.AT3G14440.1	3702.AT1G68880.1	0	0	0	0	0	0	0	0.617	0.617
NCED3	SOS1	3702.AT3G14440.1	3702.AT2G01980.1	0	0	0	0	0	0	0	0.425	0.424
NCED3	RD20	3702.AT3G14440.1	3702.AT2G33380.1	0	0	0	0	0.158	0	0	0.542	0.597
NCED3	WRKY33	3702.AT3G14440.1	3702.AT2G38470.1	0	0	0	0	0.062	0	0	0.465	0.476
NCED3	P5CS1	3702.AT3G14440.1	3702.AT2G39800.1	0	0	0	0	0.169	0	0	0.593	0.647
NCED3	ZAT6	3702.AT3G14440.1	3702.AT5G04340.1	0	0	0	0	0.123	0	0	0.373	0.426
NCED3	SOS3	3702.AT3G14440.1	3702.AT5G24270.2	0	0	0	0	0	0	0	0.426	0.426
NCED3	OST1	3702.AT3G14440.1	3702.AT4G33950.1	0	0	0	0	0	0	0	0.637	0.637
NCED3	RD26	3702.AT3G14440.1	3702.AT4G27410.3	0	0	0	0	0.275	0	0	0.637	0.725
NCED3	RD22	3702.AT3G14440.1	3702.AT5G25610.1	0	0	0	0	0	0	0	0.751	0.751
